id,name,type,logo,code,flag
31,World,Cup,https://media.api-sports.io/football/leagues/31.png,,
32,World,Cup,https://media.api-sports.io/football/leagues/32.png,,
33,World,Cup,https://media.api-sports.io/football/leagues/33.png,,
34,World,Cup,https://media.api-sports.io/football/leagues/34.png,,
29,World,Cup,https://media.api-sports.io/football/leagues/29.png,,
30,World,Cup,https://media.api-sports.io/football/leagues/30.png,,
149,Belgium,League,https://media.api-sports.io/football/leagues/149.png,BE,https://media.api-sports.io/flags/be.svg
150,Belgium,League,https://media.api-sports.io/football/leagues/150.png,BE,https://media.api-sports.io/flags/be.svg
151,Belgium,League,https://media.api-sports.io/football/leagues/151.png,BE,https://media.api-sports.io/flags/be.svg
152,Belgium,League,https://media.api-sports.io/football/leagues/152.png,BE,https://media.api-sports.io/flags/be.svg
